Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	stationaryDist[1]	stationaryDist[2]	tree_length
6120	-2109.477	-2261.58	152.103	0.152869	0.0147663	0.0250859	0.0272001	0.0419084	0.0474481	0.0636003	0.00503707	0.00686735	0.0200586	0.0999394	0.0473123	0.0432117	0.0580272	0.05244	0.088536	0.13875	0.0187208	0.00978788	0.0307125	0.102861	0.066589	0.00237365	0.00666163	0.00546916	0.00321272	0.00842163	0.0015791	0.00299532	0.00365838	0.00279493	0.00487374	0.00974974	0.0207729	0.00677636	0.0160668	0.00858613	0.00653126	0.0131077	0.0124058	0.0159772	0.000166775	0.00957222	0.0222506	0.00917358	0.0304267	0.123672	0.00277665	0.00262715	0.0187848	0.0316142	0.0154745	0.0164849	0.0941645	0.0159256	0.0349363	0.0152301	0.023426	0.012064	0.0155134	0.0100501	0.0708372	0.0297551	0.0615656	0.122371	0.00365711	0.0140954	0.0499265	0.00353262	0.00677349	0.00190074	0.0229687	0.0258914	0.0839946	0.00863215	0.00560192	0.117681	0.0108054	0.000579089	0.00785018	0.02989	0.0476083	0.0545885	0.0128756	0.00684501	0.0454757	0.00974317	0.00122746	0.0192408	0.00925513	0.00258055	0.3352581	1.664742	0.102518	0.32928	0.707114	1.4142	3.03693	9.75434	1.646943	4.965554	0.0564963	0.00545723	0.00927107	0.0100524	0.0154882	0.0175355	0.0235049	0.00186157	0.00253799	0.00741313	0.0369349	0.0174853	0.0159699	0.0214453	0.0193804	0.0327205	0.0512783	0.00691869	0.00361734	0.0113505	0.0380145	0.0246095	0.000877236	0.00246196	0.00202125	0.00118733	0.00311241	0.000583591	0.00110699	0.00135204	0.00103293	0.0018012	0.00360324	0.00767711	0.00250436	0.00593784	0.0031732	0.00241378	0.00484423	0.00458484	0.00590474	6.16355e-05	0.00353763	0.00822322	0.00339031	0.0112449	0.0457059	0.00102617	0.000970925	0.00694236	0.0116837	0.00571894	0.00609238	0.0348007	0.00588566	0.0129115	0.00562864	0.00865763	0.00445854	0.00573334	0.00371426	0.0261795	0.0109967	0.022753	0.045225	0.00135157	0.00520929	0.0184515	0.00130556	0.0025033	0.000702463	0.00848862	0.00956877	0.0310421	0.00319021	0.00207032	0.0434917	0.00399338	0.000214015	0.00290121	0.0110465	0.0175947	0.0201744	0.00475848	0.00252973	0.0168066	0.00360081	0.000453637	0.00711089	0.00342045	0.000953703	0.832371	0.167629	2.705826
6156	-2106.822	-2260.006	153.1836	0.146244	0.0296846	0.0213593	0.0194471	0.0481978	0.0463693	0.0612956	0.00369561	0.0117303	0.0434996	0.024686	0.054756	0.020316	0.0279957	0.0177046	0.0328941	0.108543	0.00987422	0.00945999	0.0439004	0.0796131	0.0439813	0.00302311	0.00610372	0.00249064	0.00477248	0.00592666	0.00516454	0.00193346	0.00236073	0.000199318	0.00480747	0.00420754	0.0254812	0.0107224	0.0099043	0.00734246	0.00712151	0.0117961	0.0149058	0.0332395	0.00108977	0.0117958	0.0268529	0.00532245	0.0207274	0.0720055	0.00124487	0.001049	0.00518213	0.0378168	0.0155972	0.0116347	0.0425834	0.0127338	0.0328397	0.0111833	0.0519476	0.0111934	0.0255217	0.0055622	0.0215335	0.00367659	0.0508849	0.0803593	0.00677144	0.0157412	0.0403874	0.0182198	0.0147071	0.00384626	0.00433238	0.00968828	0.106882	0.00587055	0.000994433	0.0677466	0.0191551	0.00331383	0.000830149	0.0235671	0.0420199	0.0401318	0.0472739	0.00597019	0.0111322	0.0112356	0.000638758	0.0206957	0.00324575	0.00110594	0.3646774	1.635323	0.111588	0.343178	0.716293	1.39608	2.91394	8.96157	1.58565	4.484299	0.0679386	0.0137902	0.00992261	0.00903428	0.0223906	0.0215412	0.0284752	0.00171682	0.00544938	0.020208	0.0114681	0.0254373	0.00943792	0.0130056	0.00822479	0.0152812	0.0504244	0.00458713	0.0043947	0.0203942	0.0369848	0.0204318	0.00140441	0.00283552	0.00115704	0.00221708	0.00275327	0.00239922	0.0008982	0.00109669	9.25946e-05	0.00223334	0.00195464	0.0118375	0.00498117	0.00460111	0.00341098	0.00330834	0.00547995	0.00692457	0.0154416	0.000506259	0.00547983	0.0124747	0.00247258	0.00962904	0.0334506	0.000578312	0.000487322	0.00240739	0.017568	0.00724578	0.00540497	0.0197824	0.00591558	0.0152559	0.00519526	0.0241326	0.00519996	0.0118562	0.00258395	0.0100035	0.00170798	0.0236389	0.0373314	0.00314571	0.00731269	0.0187622	0.00846413	0.00683227	0.0017868	0.00201264	0.00450075	0.0496526	0.0027272	0.00046197	0.0314721	0.00889862	0.00153946	0.000385651	0.0109482	0.0195206	0.0186435	0.0219614	0.00277349	0.00517154	0.00521957	0.000296739	0.00961429	0.00150783	0.000513772	0.817661	0.182339	2.152592
6192	-2093.396	-2246.324	152.9285	0.202163	0.0230089	0.00661586	0.0290283	0.0729496	0.0267277	0.0773494	0.00770626	0.000623317	0.0500183	0.00813612	0.0891254	0.0170282	0.0586555	0.0231804	0.0792486	0.0883634	0.0183853	0.00255726	0.043297	0.106416	0.0333764	0.00265649	0.00425718	0.00196722	0.000781332	0.0012099	0.0034378	0.00240225	0.00155321	0.00146109	0.00451786	0.00583556	0.0195253	0.00580525	0.0059778	0.00885409	0.00362124	0.0114202	0.0208428	0.0336197	0.00186852	0.0106841	0.0141291	0.0121	0.0268055	0.0615129	0.00461558	0.00162822	0.00116899	0.0130648	0.015818	0.0176082	0.0371894	0.0187179	0.0915187	0.00959384	0.0348877	0.00499551	0.0133124	0.0103843	0.0549774	0.0201832	0.0266308	0.0593742	0.000783635	0.0178624	0.0123055	0.0826437	0.00181196	0.00501984	0.0346427	0.00879622	0.0197752	0.0121363	0.0218394	0.0913121	0.00850362	0.00287404	0.00301712	0.0721523	0.0780537	0.0622692	0.045663	0.00755315	0.0352111	0.0120246	0.000234449	0.022913	0.00793687	0.00495006	0.3977929	1.602207	0.118957	0.354051	0.723297	1.38256	2.82446	8.4064	1.539409	4.027742	0.082896	0.00943468	0.00271279	0.0119029	0.0299126	0.0109595	0.0317167	0.00315991	0.000255587	0.0205097	0.00333617	0.0365453	0.00698233	0.0240514	0.00950498	0.0324954	0.0362329	0.00753881	0.00104859	0.0177537	0.0436352	0.0136858	0.00108928	0.00174563	0.000806646	0.000320381	0.000496113	0.00140965	0.000985029	0.000636883	0.000599113	0.00185252	0.00239284	0.00800623	0.00238041	0.00245116	0.00363057	0.00148487	0.00468278	0.00854647	0.0137856	0.000766177	0.00438096	0.00579356	0.00496153	0.0109914	0.025223	0.00189259	0.000667642	0.000479338	0.00535715	0.00648609	0.00722014	0.0152493	0.00767517	0.0375267	0.0039339	0.0143055	0.00204838	0.00545865	0.00425802	0.0225432	0.00827601	0.0109198	0.0243461	0.000321325	0.00732436	0.00504581	0.0338876	0.000742983	0.00205835	0.014205	0.00360684	0.00810871	0.00497642	0.00895511	0.037442	0.00348686	0.00117848	0.00123715	0.0295856	0.0320055	0.0255331	0.0187238	0.00309712	0.0144381	0.00493061	9.61345e-05	0.00939536	0.00325447	0.00202974	0.801104	0.198896	2.438761
6228	-2110.936	-2263.891	152.9551	0.108439	0.0210246	0.0124105	0.029972	0.0472339	0.0535492	0.0410899	0.00737598	0.00669597	0.0210598	0.03437	0.0552223	0.0386699	0.0269826	0.061459	0.078758	0.0764246	0.0212502	0.00115063	0.02837	0.105561	0.0234643	0.00430151	0.00924206	0.00213298	2.89386e-05	0.000154291	0.00198375	0.000663413	0.00115389	0.00402642	0.00295907	0.00179511	0.0108793	0.00543315	0.00922048	0.0119365	0.00257028	0.00402886	0.0251148	0.0102043	0.00480462	0.00359659	0.0116708	0.0149931	0.0246703	0.0509642	0.00185043	0.0026195	0.00176452	0.0283197	0.00515956	0.0241263	0.0210837	0.0107972	0.092434	0.00671964	0.0494392	0.0268976	0.00262742	0.00651305	0.023565	0.0307045	0.012669	0.062036	0.000422074	0.00825312	0.0138002	0.0146673	0.00305056	0.0157083	0.0103696	0.000584521	0.0419061	0.00801713	0.0172178	0.0857156	0.00577814	0.00535756	0.00669461	0.055705	0.0372498	0.0466469	0.0402449	0.0174854	0.00797651	0.00402042	0.00045534	0.0114001	0.0121723	0.00515063	0.2777098	1.72229	0.112447	0.344465	0.71713	1.39445	2.90305	8.89304	1.5801	6.201761	0.0540996	0.010489	0.00619148	0.0149528	0.0235647	0.0267153	0.0204994	0.00367982	0.00334057	0.0105066	0.0171469	0.02755	0.0192921	0.0134614	0.0306615	0.0392918	0.0381277	0.0106016	0.000574042	0.0141536	0.0526637	0.0117062	0.00214599	0.0046108	0.00106413	1.44373e-05	7.69746e-05	0.000989677	0.000330972	0.000575666	0.00200875	0.00147626	0.000895568	0.0054276	0.00271056	0.00460003	0.00595505	0.0012823	0.00200997	0.0125296	0.00509085	0.00239699	0.00179431	0.00582248	0.00747993	0.0123078	0.0254257	0.000923166	0.00130685	0.000880307	0.0141285	0.00257407	0.0120365	0.0105185	0.00538667	0.0461146	0.00335238	0.0246649	0.013419	0.0013108	0.00324931	0.0117564	0.0153182	0.0063205	0.0309493	0.00021057	0.00411742	0.0068848	0.00731739	0.0015219	0.00783678	0.00517332	0.000291613	0.0209067	0.00399969	0.00858985	0.0427629	0.00288267	0.00267285	0.00333989	0.0277908	0.0185837	0.0232718	0.0200779	0.00872335	0.00397943	0.00200576	0.000227166	0.00568742	0.00607267	0.00256961	0.861145	0.138855	2.004439
6264	-2108.121	-2259.537	151.416	0.252666	0.00588831	0.0894767	0.0113173	0.0450763	0.127611	0.0606229	0.00269503	0.00888863	0.0675353	0.0536599	0.0655959	0.0210312	0.114528	0.0668832	0.138508	0.0831503	0.030512	0.00119901	0.0201693	0.17871	0.0970703	0.00943965	0.00377209	0.0112735	0.00136999	0.0180748	0.00585183	0.00407273	0.003103	5.56311e-05	0.0033342	0.00144066	0.0461651	0.0172364	0.00977783	0.0122303	0.0120235	0.0332628	0.0185296	0.0350271	0.00827858	0.045267	0.043872	0.0333348	0.0519116	0.111298	0.0559323	0.0181457	0.0865483	0.0387861	0.00462823	0.0806352	0.0290606	0.0912899	0.0163391	0.0385978	0.0173547	0.0146765	0.0781393	0.134422	0.148714	0.0181798	0.0129201	0.0300618	0.00724568	0.0023907	0.010196	0.000685502	0.00309812	0.0157012	0.00276475	0.00870051	0.0245047	0.0342494	0.062734	0.0321351	0.00267165	0.00860771	0.00094693	0.115535	0.00265548	0.0473683	0.00503807	0.00638575	0.00140122	0.00647575	0.0112052	0.00411725	0.0491237	0.00867695	0.3600401	1.63996	0.197947	0.453863	0.781568	1.27948	2.20331	5.05186	1.171196	4.554937	0.0727757	0.00169602	0.0257721	0.00325974	0.0129834	0.0367558	0.0174613	0.000776253	0.00256021	0.0194523	0.0154557	0.0188937	0.00605764	0.0329877	0.0192645	0.0398946	0.0239499	0.00878841	0.000345352	0.00580938	0.0514742	0.0279593	0.00271892	0.00108648	0.00324711	0.000394601	0.0052061	0.00168551	0.00117307	0.000893762	1.60235e-05	0.000960354	0.000414956	0.013297	0.00496463	0.00281632	0.0035227	0.00346316	0.00958072	0.00533711	0.0100889	0.00238449	0.0130383	0.0126365	0.00960147	0.0149522	0.0320574	0.0161103	0.00522655	0.0249286	0.0111716	0.00133308	0.0232255	0.00837038	0.0262944	0.00470619	0.0111174	0.00499871	0.00422729	0.0225066	0.0387177	0.0428342	0.00523636	0.0037214	0.00865875	0.00208698	0.000688598	0.00293677	0.000197446	0.000892355	0.00452245	0.000796334	0.00250602	0.00705812	0.00986491	0.0180694	0.00925593	0.00076952	0.00247929	0.000272746	0.0332778	0.000764863	0.0136436	0.00145112	0.0018393	0.000403595	0.00186522	0.00322744	0.0011859	0.0141492	0.00249923	0.81998	0.18002	3.471843
6300	-2096.345	-2247.522	151.1768	0.220383	0.0597447	0.0170807	0.0357309	0.07811	0.0852644	0.0905763	0.0121114	0.00299214	0.0949021	0.0608329	0.0899549	0.0345726	0.0735606	0.0300972	0.140121	0.147575	0.0297482	0.000251727	0.012874	0.172437	0.0514712	0.0177822	0.0202416	0.00380388	0.00194698	0.0303022	0.0137395	0.00465273	0.00295708	0.000444954	0.0102216	0.0124409	0.0458941	0.0242564	0.0160409	0.0149465	0.00879186	0.0139875	0.0291144	0.0491992	0.00757491	0.0190807	0.0448063	0.0643955	0.0208154	0.140667	0.0086274	0.000453231	0.00749902	0.00996172	0.0333711	0.0301153	0.0745417	0.00240454	0.0794014	0.00551662	0.0632934	0.0239757	0.0100572	0.0261465	0.0529426	0.0240692	0.0681887	0.178643	0.00444923	0.0159689	0.0264089	0.0270228	0.0306707	0.010126	0.0138042	0.00530681	0.0503836	0.0332454	0.0105687	0.156952	0.018027	0.00961531	0.00232564	0.101611	0.0851315	0.0500602	0.00493106	0.0175637	0.0797007	0.0172982	0.00436043	0.00187825	0.0111345	0.00800845	0.3836066	1.616393	0.189334	0.444123	0.776296	1.28817	2.25163	5.28167	1.203361	4.213675	0.0603086	0.0163493	0.00467419	0.00977789	0.0213751	0.0233329	0.0247865	0.00331432	0.00081881	0.0259703	0.0166471	0.0246165	0.00946091	0.0201301	0.0082362	0.0383447	0.0403843	0.00814071	6.88859e-05	0.00352302	0.0471879	0.0140853	0.00486615	0.00553919	0.00104094	0.000532797	0.0082923	0.00375987	0.00127324	0.000809215	0.000121763	0.00279717	0.00340448	0.0125591	0.00663784	0.00438966	0.00409016	0.00240592	0.00382773	0.00796725	0.0134635	0.0020729	0.00522151	0.0122614	0.0176221	0.0056962	0.038494	0.00236092	0.000124028	0.00205213	0.00272606	0.00913212	0.00824115	0.0203986	0.00065801	0.0217285	0.00150964	0.0173204	0.00656104	0.00275218	0.00715509	0.0144879	0.00658662	0.0186601	0.0488862	0.00121755	0.00436995	0.0072269	0.00739489	0.00839314	0.00277101	0.00377756	0.00145223	0.0137876	0.00909772	0.00289217	0.0429503	0.00493315	0.00263126	0.000636418	0.0278062	0.0232965	0.0136992	0.0013494	0.00480636	0.0218104	0.0047337	0.00119325	0.000513989	0.00304701	0.00219154	0.808197	0.191803	3.654257
6336	-2105.55	-2255.79	150.2399	0.223749	0.0518737	0.0308445	0.036316	0.11636	0.0990549	0.140645	0.012169	0.00529917	0.0270327	0.0213391	0.0802065	0.0736481	0.128491	0.0499837	0.117134	0.178148	0.0681407	0.010117	0.0395406	0.122481	0.0602505	0.0107569	0.00650651	0.00370647	0.00066565	8.65109e-05	0.0125247	0.00600186	0.00420346	0.00482423	0.00451853	0.00358058	0.0399848	0.011931	0.0126607	0.0127645	0.0169924	0.0138297	0.0178858	0.015364	0.0153401	0.0253584	0.0526876	0.107734	0.00131524	0.124764	0.0402666	0.00119474	0.0950654	0.0732581	0.0478588	0.182064	0.0433928	0.047725	0.00672318	0.0333153	0.0196474	0.0452227	0.118284	0.140531	0.202024	0.0671914	0.00285078	0.0782932	0.017946	0.0110949	0.0408175	0.00518617	0.00228878	0.031295	0.00356843	0.00455962	0.0279169	0.0436107	0.226232	0.0192107	0.0117601	0.00854438	0.00386023	0.0288454	0.0187437	0.0109375	0.0168043	0.0594745	0.00319638	0.0120703	0.0152844	0.0525613	0.0210963	0.00251132	0.3786402	1.62136	0.182233	0.435919	0.771794	1.29568	2.294	5.48748	1.231003	4.282059	0.0537453	0.0124602	0.00740897	0.00872322	0.02795	0.0237933	0.0337834	0.00292303	0.00127288	0.00649336	0.00512574	0.0192659	0.0176905	0.030864	0.0120063	0.0281361	0.0427917	0.0163676	0.00243014	0.00949779	0.0294204	0.0144724	0.00258384	0.00156289	0.000890306	0.000159892	2.07802e-05	0.00300848	0.00144167	0.00100969	0.0011588	0.00108537	0.000860068	0.00960449	0.00286586	0.00304115	0.00306608	0.00408163	0.00332195	0.00429624	0.00369048	0.00368475	0.00609118	0.0126557	0.0258781	0.000315926	0.0299689	0.00967217	0.00028698	0.022835	0.0175969	0.0114958	0.0437325	0.0104231	0.0114637	0.00161493	0.00800244	0.00471938	0.0108627	0.0284121	0.0337559	0.048527	0.0161396	0.000684768	0.0188063	0.0043107	0.00266503	0.00980451	0.00124574	0.000549772	0.00751717	0.000857148	0.00109524	0.00670574	0.0104754	0.0543417	0.00461447	0.00282481	0.00205239	0.00092724	0.00692876	0.0045023	0.00262722	0.00403645	0.014286	0.000767781	0.00289932	0.00367136	0.0126254	0.0050674	0.000603229	0.81068	0.18932	4.163136
6372	-2105.783	-2255.697	149.9132	0.2023	0.0107684	0.102576	0.0480749	0.197583	0.117271	0.0756729	0.00218692	0.00177847	0.0485128	0.0749817	0.0879991	0.0799012	0.176479	0.102409	0.098539	0.170307	0.0746504	0.0103522	0.0282264	0.266124	0.0353453	0.00390081	0.00139	0.0056514	0.00492096	0.00196208	0.00482456	0.00176268	0.00440859	0.00484159	0.000444078	0.00224093	0.0404885	0.0131142	0.0320362	0.0075826	0.00764548	0.0254617	0.0261366	0.013817	0.0305885	0.0624266	0.0587431	0.0541171	0.0142685	0.226912	0.0359082	0.000462056	0.109244	0.016384	0.0120876	0.0101156	0.0164065	0.0573656	0.0270968	0.0488511	0.0246833	0.0475099	0.0512099	0.184396	0.108919	0.041019	0.00518539	0.0828691	0.00552655	0.0238381	0.000957413	0.00470467	0.00710221	0.0280201	0.0607379	0.0330706	0.022853	0.00793073	0.248212	0.043232	0.00206285	0.0474431	0.00984167	0.0204463	0.0112756	0.0394937	0.000800435	0.22008	0.000528258	0.0114307	0.0603443	0.0568583	0.000387907	0.023347	0.4033961	1.596604	0.246858	0.50547	0.808273	1.23721	1.97836	4.05091	1.011531	3.957906	0.0446385	0.00237609	0.022634	0.010608	0.0435977	0.0258765	0.0166976	0.000482555	0.000392428	0.0107046	0.0165451	0.0194174	0.0176306	0.038941	0.022597	0.0217431	0.0375791	0.016472	0.00228426	0.00622828	0.0587216	0.00779912	0.000860732	0.000306709	0.00124701	0.00108583	0.000432942	0.00106456	0.000388944	0.000972777	0.00106832	9.79879e-05	0.000494471	0.00893398	0.00289371	0.00706894	0.00167314	0.00168701	0.00561825	0.00576717	0.00304879	0.00674949	0.0137747	0.0129619	0.0119412	0.00314841	0.0500692	0.00792333	0.000101955	0.0241052	0.00361521	0.00266719	0.00223205	0.00362018	0.012658	0.00597904	0.0107792	0.00544649	0.0104833	0.0112997	0.040688	0.0240335	0.00905103	0.00114418	0.0182855	0.00121946	0.00526	0.000211258	0.00103811	0.00156714	0.00618277	0.0134021	0.00729719	0.00504263	0.00174995	0.0547692	0.00953934	0.000455178	0.0104686	0.00217161	0.00451158	0.00248803	0.00871447	0.00017662	0.0485618	0.000116563	0.00252224	0.0133153	0.0125461	8.55937e-05	0.00515162	0.798302	0.201698	4.531964
6408	-2117.701	-2270.614	152.913	0.114996	0.020011	0.010642	0.016801	0.0697248	0.0916522	0.0826865	0.00845651	0.00209661	0.0198078	0.0295133	0.102783	0.0556323	0.0339485	0.0369751	0.0584307	0.0837341	0.00310446	0.00586667	0.0351292	0.120165	0.0431105	0.000448461	0.00768289	0.000312894	0.00147582	0.000340539	0.0037034	0.0037287	0.000646226	0.00671668	0.00147926	0.00527683	0.0446866	0.0132404	0.00715838	0.0160683	0.0113918	0.012316	0.0126834	0.0193302	0.00117629	0.00928892	0.0418391	0.0163568	0.0212462	0.0753811	0.0124347	0.00722105	0.017251	0.00442081	0.0400773	0.056459	0.0106107	0.00682898	0.0623326	0.00559929	0.00615547	0.0905607	0.0327869	0.00630268	0.0399937	0.00927243	0.0140873	0.0189631	0.00373023	0.0167909	0.00656379	0.00985872	0.0418622	0.0068871	0.0236878	0.00346043	0.0412617	0.000730369	4.91355e-05	0.0575996	0.0176626	0.0726718	0.0289493	0.00640814	0.0120224	0.0088231	0.0225175	0.0553788	0.00107607	0.0240369	0.0302295	0.00183351	0.00522079	0.00666965	0.3344851	1.665515	0.136379	0.378455	0.738496	1.3541	2.64232	7.3325	1.440582	4.97934	0.0494269	0.00860105	0.0045741	0.00722131	0.0299688	0.0393935	0.0355399	0.00363473	0.000901154	0.0085137	0.0126853	0.0441778	0.0239116	0.0145916	0.0158925	0.0251144	0.0359902	0.00133434	0.00252158	0.015099	0.0516489	0.0185295	0.000192755	0.00330222	0.000134487	0.00063433	0.000146369	0.00159178	0.00160265	0.000277758	0.00288693	0.000635806	0.00226806	0.019207	0.0056909	0.00307678	0.0069064	0.00489637	0.00529358	0.0054515	0.00830841	0.000505585	0.00399252	0.0179831	0.00703038	0.00913192	0.0323999	0.0053446	0.00310372	0.00741472	0.00190013	0.0172258	0.0242669	0.00456063	0.0029352	0.0267915	0.00240666	0.00264571	0.0389243	0.0140923	0.00270899	0.0171899	0.00398543	0.00605492	0.00815063	0.00160331	0.00721699	0.00282121	0.00423743	0.017993	0.00296018	0.0101814	0.00148735	0.0177349	0.000313924	2.11192e-05	0.0247572	0.00759167	0.0312354	0.0124428	0.00275432	0.00516739	0.0037923	0.00967836	0.0238026	0.000462513	0.0103314	0.0129931	0.00078807	0.00224397	0.00286671	0.832757	0.167243	2.326582
6444	-2100.662	-2253.676	153.014	0.121199	0.0101658	0.0273125	0.000329167	0.0431782	0.0365502	0.0637168	0.000537583	0.0102026	0.0538399	0.0273315	0.0269047	0.0047453	0.0490498	0.0192686	0.0638335	0.0337856	0.0265611	0.000378547	0.0252522	0.0722895	0.0313079	0.00129663	0.00833684	0.00642437	0.000142052	0.00122218	0.00535367	0.000373505	0.00109389	0.00458307	0.000365796	0.00799736	0.0120208	0.0073923	0.0160299	0.00849969	0.00812837	0.00784415	0.00665562	0.020891	0.00575171	0.00816894	0.0300849	0.0133323	0.0130841	0.0657306	0.0119063	0.016143	0.0127042	0.00152777	0.0339954	0.0464695	0.010459	0.00457394	0.0466367	0.00689245	0.0039045	0.164115	0.0238987	0.0130594	0.0502585	0.0219536	0.0102258	0.0066212	0.00818297	0.0689018	0.00395982	0.00746834	0.0216994	0.00630114	0.0170041	0.00107372	0.105279	0.0016003	0.000234665	0.0309989	0.0139585	0.118821	0.00860229	0.00284888	0.0064408	0.00417317	0.0287254	0.0519354	0.000927471	0.0256482	0.00563418	0.00545018	0.00255326	0.000567194	0.2885925	1.711407	0.120807	0.356725	0.724997	1.37932	2.80328	8.27768	1.528252	5.930186	0.0593274	0.00497623	0.0133696	0.000161129	0.021136	0.0178915	0.0311897	0.00026315	0.00499424	0.0263549	0.0133789	0.01317	0.00232285	0.0240101	0.00943208	0.0312468	0.0165382	0.0130018	0.000185301	0.0123611	0.0353861	0.0153254	0.000634706	0.00408093	0.00314476	6.95354e-05	0.000598265	0.00262065	0.000182832	0.000535463	0.00224343	0.000179059	0.00391475	0.00588424	0.00361857	0.00784674	0.00416064	0.00397888	0.00383975	0.00325796	0.0102263	0.00281549	0.00399874	0.0147267	0.00652623	0.00640476	0.0321755	0.00582819	0.0079021	0.00621877	0.000747851	0.0166409	0.022747	0.00511974	0.00223897	0.0228289	0.00337389	0.00191127	0.0803351	0.0116985	0.00639265	0.0246018	0.0107464	0.0050056	0.00324111	0.00400561	0.0337278	0.00193835	0.00365579	0.010622	0.00308444	0.00832362	0.000525594	0.0515348	0.000783355	0.00011487	0.0151741	0.00683274	0.0581635	0.00421086	0.00139454	0.00315281	0.00204279	0.0140612	0.0254226	0.000454002	0.0125549	0.00275796	0.00266789	0.00124984	0.000277645	0.855704	0.144296	2.042879
